"id","city","temperature","wind_speed","condition","timestamp"
1576,"Kapan",11.4,9.3,"Mild 🌤","2026-03-19 11:54:56.528273"
1577,"Goris",8.2,12.7,"Cold ❄️","2026-03-19 11:54:56.913073"
1578,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 11:54:57.21624"
1579,"Ijevan",9.6,9.8,"Cold ❄️","2026-03-19 11:54:57.599876"
1580,"Armavir",15.0,9.4,"Mild 🌤","2026-03-19 11:54:58.124291"
1581,"Artashat",16.4,18.1,"Mild 🌤","2026-03-19 11:54:58.46333"
1582,"Sisian",9.5,15.3,"Cold ❄️","2026-03-19 11:54:58.994825"
1583,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:42:29.868376"
1584,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:42:31.156177"
1585,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:42:31.978739"
1586,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:42:32.605349"
1587,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:42:34.068293"
1588,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:42:34.696725"
1589,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:42:35.53305"
1590,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:42:36.059424"
1591,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:42:36.399382"
1592,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:42:37.040411"
1593,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:42:37.640339"
1594,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:42:37.955179"
1595,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:42:43.601904"
1596,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:42:44.023185"
1597,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:42:44.341934"
1598,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:42:44.785193"
1599,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:42:45.041288"
1600,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:42:45.385808"
1601,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:42:45.640078"
1602,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:42:45.915484"
1603,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:42:46.16378"
1604,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:42:46.412636"
1605,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:42:46.656652"
1606,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:42:46.903802"
1607,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:42:47.147444"
1608,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:42:49.087873"
1609,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:42:49.393807"
1610,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:42:49.647324"
1611,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:42:49.894866"
1612,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:42:50.178949"
1613,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:42:50.480825"
1614,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:42:50.787465"
1615,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:42:51.112358"
1616,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:42:51.364336"
1617,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:42:51.611629"
1618,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:42:51.873053"
1619,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:42:52.128093"
1620,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:42:52.374008"
1621,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:42:59.529154"
1622,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:43:01.927261"
1623,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:43:03.071457"
1624,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:43:04.181004"
1625,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:43:05.562815"
1626,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:43:06.557268"
1627,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:43:07.822718"
1628,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:43:08.951489"
1629,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:43:09.964586"
1630,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:43:11.020488"
1631,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:43:11.501619"
1632,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:43:11.981422"
1633,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:43:12.832107"
1634,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:43:13.523296"
1635,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:43:13.778434"
1636,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:43:14.110378"
1637,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:43:14.368345"
1638,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:43:14.639368"
1639,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:43:14.945234"
1640,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:43:15.236006"
1641,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:43:15.516457"
1642,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:43:15.763431"
1643,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:43:16.019587"
1644,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:43:16.272964"
1645,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:43:16.523571"
1646,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:43:16.787062"
1647,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:43:19.095711"
1648,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:43:19.342222"
1649,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:43:19.605626"
1650,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:43:19.867722"
1651,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:43:20.123543"
1652,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:43:20.378229"
1653,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:43:20.714578"
1654,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:43:21.363957"
1655,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:43:21.633666"
1656,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:43:22.028784"
1657,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:43:22.274098"
1658,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:43:22.528099"
1659,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:43:22.788878"
1660,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:43:29.587994"
1661,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:43:29.89048"
1662,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:43:30.148802"
1663,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:43:30.410121"
1664,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:43:30.657774"
1665,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:43:30.911819"
1666,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:43:31.162366"
1667,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:43:31.409689"
1668,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:43:31.669557"
1669,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:43:31.915891"
1670,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:43:32.16512"
1671,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:43:32.491731"
1672,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:43:32.753758"
1673,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:43:39.088321"
1674,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:43:39.339115"
1675,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:43:39.586743"
1676,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:43:39.838279"
1677,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:43:40.092364"
1678,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:43:40.346069"
1679,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:43:40.61981"
1680,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:43:40.870717"
1681,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:43:41.122593"
1682,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:43:41.459263"
1683,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:43:41.70069"
1684,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:43:41.955551"
1685,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:43:42.239418"
1686,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:43:51.02759"
1687,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:43:51.744083"
1688,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:43:52.236933"
1689,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:43:53.280935"
1690,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:43:53.793857"
1691,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:43:54.05812"
1692,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:43:54.30923"
1693,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:43:54.56923"
1694,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:43:54.822362"
1695,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:43:55.066561"
1696,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:43:55.325881"
1697,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:43:55.651699"
1698,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:43:55.906896"
1699,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:43:59.08546"
1700,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:43:59.347037"
1701,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:43:59.59649"
1702,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:43:59.852737"
1703,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:44:00.10474"
1704,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:44:00.74255"
1705,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:44:00.986539"
1706,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:44:01.238633"
1707,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:44:01.494162"
1708,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:44:01.774245"
1709,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:44:02.025508"
1710,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:44:02.286597"
1711,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:44:02.53417"
1712,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:44:09.094062"
1713,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:44:09.354569"
1714,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:44:09.975683"
1715,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:44:10.276183"
1716,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:44:10.569493"
1717,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:44:10.818393"
1718,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:44:11.087918"
1719,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:44:11.343898"
1720,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:44:11.587531"
1721,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:44:11.849919"
1722,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:44:12.120874"
1723,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:44:12.367207"
1724,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:44:12.619269"
1725,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:44:19.636456"
1726,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:44:20.012091"
1727,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:44:20.359789"
1728,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:44:20.613153"
1729,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:44:21.232021"
1730,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:44:21.514584"
1731,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:44:21.778289"
1732,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:44:22.086142"
1733,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:44:22.833322"
1734,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:44:23.084304"
1735,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:44:23.33483"
1736,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:44:23.586232"
1737,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:44:23.857937"
1738,"Yerevan",14.5,2.9,"Mild 🌤","2026-03-19 12:44:29.933558"
1739,"Gyumri",7.5,6.4,"Cold ❄️","2026-03-19 12:44:30.847363"
1740,"Vanadzor",8.2,12.8,"Cold ❄️","2026-03-19 12:44:32.393461"
1741,"Dilijan",9.2,11.4,"Cold ❄️","2026-03-19 12:44:33.353242"
1742,"Hrazdan",8.4,3.2,"Cold ❄️","2026-03-19 12:44:33.712735"
1743,"Abovyan",9.9,5.4,"Cold ❄️","2026-03-19 12:44:33.988067"
1744,"Kapan",10.5,9.3,"Mild 🌤","2026-03-19 12:44:34.238378"
1745,"Goris",7.5,11.5,"Cold ❄️","2026-03-19 12:44:34.496351"
1746,"Sevan",6.5,8.7,"Cold ❄️","2026-03-19 12:44:34.7532"
1747,"Ijevan",8.7,8.9,"Cold ❄️","2026-03-19 12:44:35.007594"
1748,"Armavir",14.8,5.4,"Mild 🌤","2026-03-19 12:44:35.255589"
1749,"Artashat",16.1,18.2,"Mild 🌤","2026-03-19 12:44:35.508442"
1750,"Sisian",9.0,14.5,"Cold ❄️","2026-03-19 12:44:35.757689"
1751,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:57:39.966893"
1752,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:57:42.346855"
1753,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:57:43.167529"
1754,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:57:43.928958"
1755,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:57:44.207888"
1756,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:57:44.652823"
1757,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:57:45.669115"
1758,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:57:45.949874"
1759,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:57:46.236407"
1760,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:57:47.853681"
1761,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:57:48.133746"
1762,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:57:48.764073"
1763,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:57:49.050143"
1764,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:57:43.163105"
1765,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:57:43.931493"
1766,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:57:44.201238"
1767,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:57:44.466697"
1768,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:57:44.907759"
1769,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:57:45.181945"
1770,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:57:45.46266"
1771,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:57:45.823712"
1772,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:57:47.139203"
1773,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:57:48.529789"
1774,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:57:48.897673"
1775,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:57:49.557183"
1776,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:57:49.842757"
1777,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:57:49.935074"
1778,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:57:50.409032"
1779,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:57:50.680989"
1780,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:57:50.988093"
1781,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:57:51.255452"
1782,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:57:51.535858"
1783,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:57:51.832198"
1784,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:57:52.084553"
1785,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:57:52.339263"
1786,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:57:52.594207"
1787,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:57:52.875124"
1788,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:57:53.131889"
1789,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:57:53.395257"
1790,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:58:00.955598"
1791,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:58:02.28897"
1792,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:58:04.236498"
1793,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:58:05.566001"
1794,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:58:06.691673"
1795,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:58:07.85491"
1796,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:58:08.53342"
1797,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:58:09.769537"
1798,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:58:10.333079"
1799,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:58:10.992256"
1800,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:58:11.408618"
1801,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:58:11.886386"
1802,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:58:12.734751"
1803,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:58:13.858111"
1804,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:58:14.991099"
1805,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:58:19.595924"
1806,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:58:22.25869"
1807,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:58:23.690487"
1808,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:58:25.004696"
1809,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:58:25.842955"
1810,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:58:26.762165"
1811,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:58:29.224766"
1812,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:58:30.655826"
1813,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:58:31.854549"
1814,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:58:32.701917"
1815,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:58:33.838686"
1816,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:58:34.66615"
1817,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:58:35.886257"
1818,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:58:36.798092"
1819,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:58:37.924123"
1820,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:58:39.255678"
1821,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:58:40.484155"
1822,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:58:41.842084"
1823,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:58:43.351512"
1824,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:58:44.074456"
1825,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:58:45.501913"
1826,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:58:46.737733"
1827,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:58:47.859606"
1828,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:58:48.427297"
1829,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:58:49.493646"
1830,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:58:50.00056"
1831,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:58:50.280703"
1832,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:58:50.818984"
1833,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:58:51.180261"
1834,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:58:51.453592"
1835,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:58:51.71503"
1836,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:58:51.988996"
1837,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:58:52.455584"
1838,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:58:52.813611"
1839,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:58:53.089652"
1840,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:58:53.475266"
1841,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:58:53.756571"
1842,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:58:54.028687"
1843,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:58:54.302556"
1844,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:58:54.587551"
1845,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:58:54.891044"
1846,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:58:55.206063"
1847,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:58:55.475329"
1848,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:58:55.761201"
1849,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:58:56.595516"
1850,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:58:56.901786"
1851,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:58:57.247572"
1852,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:58:57.51837"
1853,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:58:57.787159"
1854,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:58:58.120173"
1855,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:58:58.436835"
1856,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:58:59.633308"
1857,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:59:00.738009"
1858,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:59:01.789782"
1859,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:59:02.915485"
1860,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:59:04.246257"
1861,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:59:05.574817"
1862,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:59:06.909272"
1863,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:59:08.137768"
1864,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:59:09.580823"
1865,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:59:10.592259"
1866,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:59:11.85471"
1867,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:59:12.849157"
1868,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:59:14.17372"
1869,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:59:15.305854"
1870,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:59:16.327458"
1871,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:59:17.555495"
1872,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:59:18.99265"
1873,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:59:20.946065"
1874,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:59:22.16395"
1875,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:59:23.821089"
1876,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:59:26.667468"
1877,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:59:27.796762"
1878,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:59:30.34117"
1879,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:59:31.992936"
1880,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:59:33.431608"
1881,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:59:34.036553"
1882,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:59:35.230069"
1883,"Vanadzor",7.9,13.1,"Cold ❄️","2026-03-19 12:59:36.468753"
1884,"Dilijan",8.8,11.4,"Cold ❄️","2026-03-19 12:59:42.031232"
1885,"Hrazdan",8.3,0.8,"Cold ❄️","2026-03-19 12:59:44.077808"
1886,"Abovyan",9.8,5.2,"Cold ❄️","2026-03-19 12:59:45.518968"
1887,"Kapan",10.3,9.6,"Mild 🌤","2026-03-19 12:59:46.437931"
1888,"Goris",7.3,10.7,"Cold ❄️","2026-03-19 12:59:47.883472"
1889,"Sevan",6.5,9.3,"Cold ❄️","2026-03-19 12:59:49.503282"
1890,"Ijevan",8.5,8.5,"Cold ❄️","2026-03-19 12:59:50.528071"
1891,"Armavir",14.8,4.7,"Mild 🌤","2026-03-19 12:59:51.659029"
1892,"Artashat",16.0,18.0,"Mild 🌤","2026-03-19 12:59:52.678257"
1893,"Sisian",8.6,14.5,"Cold ❄️","2026-03-19 12:59:54.316175"
1894,"Yerevan",14.5,3.3,"Mild 🌤","2026-03-19 12:59:55.74824"
1895,"Gyumri",7.4,6.5,"Cold ❄️","2026-03-19 12:59:56.984221"
